nm_item,nm_product,metric_value,metric_type,optimization_goal
AGUA MINERAL C GAS INGA 1510ML,agua,0.3616759531084616,accuracy_on_full,minimize
TORRADA ADRIA LIGHT 142G,torrada,0.3616759531084616,accuracy_on_full,minimize
"LASANHA FORNO DE MINAS 600G, 4 QJO",suspiro,0.3616759531084616,accuracy_on_full,minimize
CHOC KIT KAT NESTLE CARAMELO 34 6G,chocolate,0.3616759531084616,accuracy_on_full,minimize
ACUCAR DEMERARA PRECIOSO 1KG,acucar,0.3616759531084616,accuracy_on_full,minimize
L.CALAB RUCULA PARM RESFRIADO,linguica,0.3616759531084616,accuracy_on_full,minimize
MOST AMARELA PREMIUM 300G,mostarda,0.3616759531084616,accuracy_on_full,minimize
CHOC NESTLE CHARGE FL-PACK 30X117G,chocolate,0.3616759531084616,accuracy_on_full,minimize
FAROFA PRONTA CAMPO BOM CA/S 250G,farofa pronta,0.3616759531084616,accuracy_on_full,minimize
VINHO PKNT 750ML MERLOT,vinho importado,0.3616759531084616,accuracy_on_full,minimize
CONJUNTO DE ASSADEIRAS DE CERAMICA,forma culinaria,0.3616759531084616,accuracy_on_full,minimize
REFRESCO PO TRINK ABACAXI/HORT. EV  25GR,preparo para suco,0.3616759531084616,accuracy_on_full,minimize
ESC DENT ORAL B 123 PRO 1UN,escova de dentes,0.3616759531084616,accuracy_on_full,minimize
CHA VERDE CARREFOUR 50G SC 25UN,cha por infusao,0.3616759531084616,accuracy_on_full,minimize
IOG LIQ ITAMBE MOR 1050G GTS 200G,iogurte,0.3616759531084616,accuracy_on_full,minimize
NANLAC COMFOR                    LT 800G,formula lactea,0.3616759531084616,accuracy_on_full,minimize
BOMBOM LINDT 75G LINDOR SORTIDO,bombom,0.3616759531084616,accuracy_on_full,minimize
OLEO MILHO SOYA 900ML,oleo vegetal,0.3616759531084616,accuracy_on_full,minimize
BATATA P/CONSERVA KG,batata,0.3616759531084616,accuracy_on_full,minimize
CANELA CASCA KITANO 20G,canela,0.3616759531084616,accuracy_on_full,minimize
ASTRO 500MG C/05 COMPRIMIDOS EUROFARMA,outro farma,0.3616759531084616,accuracy_on_full,minimize
ESCOVA DENT SENSODYNE LIMP.PROF.CT   1UN,escova de dentes,0.3616759531084616,accuracy_on_full,minimize
