nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal
GOMA MASCAR TRIDENT MAX BLUEBERRY 16 5G,goma de mascar,0.38764478764478766,accuracy_on_full,maximize
LIMP BANHEIRO VEJA SQUEEZE L500 P400ML,multiuso,0.38764478764478766,accuracy_on_full,maximize
REFRIG COCA S/ ACUC 600ML-PET,refrigerante,0.38764478764478766,accuracy_on_full,maximize
LINGUICA CALABRESA FRIMESA 2 KG,linguica,0.38764478764478766,accuracy_on_full,maximize
SH.PALMOLIVE MEN ANTICASPA 350ML ANTIQUEDA,shampoo,0.38764478764478766,accuracy_on_full,maximize
MASSA GALO TRICOLORI PARAFUSO 500G,macarrao,0.38764478764478766,accuracy_on_full,maximize
"TQ CER BAR CJA,NOZ,DCE LT,CH C3 66G",barra alimentar,0.38764478764478766,accuracy_on_full,maximize
"SORV PARDAL ORIG 1,5L ACAI/BAN",sorvete,0.38764478764478766,accuracy_on_full,maximize
ALIM GATO WHISKAS 900G DRY AD CARNE,alimento pet,0.38764478764478766,accuracy_on_full,maximize
AGUA MIN NAT MINALBA 510ML,agua,0.38764478764478766,accuracy_on_full,maximize
REFR PO TANG 25G-EV GOIABA,preparo para suco,0.38764478764478766,accuracy_on_full,maximize
MANTEIGA MOCOCA C/SAL LATA 200g,manteiga,0.38764478764478766,accuracy_on_full,maximize
MOLHO ARRIFANA ARABE 150ML,outro molho,0.38764478764478766,accuracy_on_full,maximize
CERVEJA RED STRIPE 330ML,cerveja,0.38764478764478766,accuracy_on_full,maximize
CAFE CAPS 3 CORACOES EXPR CAPPUCINO CLAS 110g,cafe,0.38764478764478766,accuracy_on_full,maximize
SABONETE FARNESE PROTEINAS DO LEITE,sabonete,0.38764478764478766,accuracy_on_full,maximize
REF COCA COLA PROMO 6X600ML,refrigerante,0.38764478764478766,accuracy_on_full,maximize
GELATINA DR.OETKER CEREJA 20G,gelatina,0.38764478764478766,accuracy_on_full,maximize
CERV IPA PATAGONIA SLEEK LT 350ML,cerveja,0.38764478764478766,accuracy_on_full,maximize
MAC INST GAL CAIP NISSIN LAMEN 85G L6P5,macarrao,0.38764478764478766,accuracy_on_full,maximize
AVEIA OATBRAN ORG QUAKER 150G,aveia e seus derivados,0.38764478764478766,accuracy_on_full,maximize
PIZZA LANY C/5 390G FGO,pizza congelada,0.38764478764478766,accuracy_on_full,maximize
CHO NESTL ALP CHOC DARK MILK 41 85G,chocolate,0.38764478764478766,accuracy_on_full,maximize
SAB FLOR DE YPE SUAVE BR 85G FLOR LJA/DAMASC,sabonete,0.38764478764478766,accuracy_on_full,maximize
DESINF PINHO BRIL L500ML P450ML LAVANDA,desinfetante,0.38764478764478766,accuracy_on_full,maximize
"PAPEL ALUMINIO WYDA 0,30X7,5",folha de aluminio,0.38764478764478766,accuracy_on_full,maximize
CHOC FRAN LINDT EXCELLEN 100G- 85  CACAU,chocolate,0.38764478764478766,accuracy_on_full,maximize
IOG BATAVO NATURAL DESNATADO 170G,iogurte,0.38764478764478766,accuracy_on_full,maximize
QUEIJO MUC ITALAC INT,queijo,0.38764478764478766,accuracy_on_full,maximize
SALPET AYMOR  TRADICIONAL 100G,biscoito,0.38764478764478766,accuracy_on_full,maximize
DESOD AERO NIVEA MEN SENS PROTECT 150ML,desodorante,0.38764478764478766,accuracy_on_full,maximize
ASSADO DE TIRA MATURATTA CONG KG,carne bovina,0.38764478764478766,accuracy_on_full,maximize
REFRESCO PO MANGA FRES,preparo para suco,0.38764478764478766,accuracy_on_full,maximize
CAFE SOL PIMPINELA REFIL 50G,cafe,0.38764478764478766,accuracy_on_full,maximize
AMACIANTE CONC YPE 500ML  BLUE,amaciante,0.38764478764478766,accuracy_on_full,maximize
NECTAR LARANJA DAFRUTA 200ML,suco pronto,0.38764478764478766,accuracy_on_full,maximize
REQUEIJAO CATUPIRY CREM.TRAD.   CP 500GR,requeijao,0.38764478764478766,accuracy_on_full,maximize
"LAVA ROUPA PO OMO CX 2.2Kg, PROT ANT",lava roupas,0.38764478764478766,accuracy_on_full,maximize
SABAO PO BRILHANTE CUIDAD TOTA,lava roupas,0.38764478764478766,accuracy_on_full,maximize
PAO TORT PULLMAN 330G FIT RAP10,padaria e confeitaria industrializado,0.38764478764478766,accuracy_on_full,maximize
