nm_item,nm_product,metric_value,metric_type,optimization_goal
ACHOCOLATADO CARREFOUR TP 200ML,achocolatado,0.7954865895792144,accuracy_on_full,minimize
DOCE DE LEITE CARREFOUR ORIGINAL 400G,outro doce,0.7954865895792144,accuracy_on_full,minimize
"MAIONESE HELLMANNS 250G, TRAD , .",maionese,0.7954865895792144,accuracy_on_full,minimize
UVA INFINITY TURMA DA MONICA 500G,uva,0.7954865895792144,accuracy_on_full,minimize
CHA ICE TEA FUZE PESSEGO PET 300ML,cha pronto,0.7954865895792144,accuracy_on_full,minimize
BEB ENERG RED BULL SUGARFREE    LT 355ML,energetico,0.7954865895792144,accuracy_on_full,minimize
"IOG VIGOR 170G, NATURAL, .",iogurte,0.7954865895792144,accuracy_on_full,minimize
"LIMPA ALUM LIQ NATHAN 500ML, AZ",outro produto de limpeza domestica,0.7954865895792144,accuracy_on_full,minimize
"PENNE SEARA 350G, AO MOLHO PARISIENSE, .",outro congelado,0.7954865895792144,accuracy_on_full,minimize
SORV FASCINO 1 5L  F VERMELHAS,sorvete,0.7954865895792144,accuracy_on_full,minimize
"CHICKEN SEARA TURMA DA MON 300G, TRAD, .",empanado congelado,0.7954865895792144,accuracy_on_full,minimize
LASANHA AURORA PC 600G CALABRESA,lasanha congelada,0.7954865895792144,accuracy_on_full,minimize
"ABS SEMPRE L LV32 PG MENOS UN, NOT SVE",absorvente,0.7954865895792144,accuracy_on_full,minimize
"INSET SBP 300ML, CITRON GTS  150ML, .",inseticida,0.7954865895792144,accuracy_on_full,minimize
"ALVEJ VANISH LIQ 500ML, S/CLORO, .",alvejante,0.7954865895792144,accuracy_on_full,minimize
"ALVEJ VANISH 75G, SUPER BARRA, .",alvejante,0.7954865895792144,accuracy_on_full,minimize
COXA C/SOBRECOXA CONG KG,carne de ave,0.7954865895792144,accuracy_on_full,minimize
"ESMALT RISQUE 8ML, NAT RENDA",esmalte,0.7954865895792144,accuracy_on_full,minimize
FERMENTO QUIM DONA BENTA PO TRAD 100G,fermento,0.7954865895792144,accuracy_on_full,minimize
SUCO FRUIT SHOOT MARACUJA 150ML,suco pronto,0.7954865895792144,accuracy_on_full,minimize
"MAC DONA B SEMOLA 500G, PENA, .",macarrao,0.7954865895792144,accuracy_on_full,minimize
"MAC DONA B SEMOLA 500G, ESPAG, .",macarrao,0.7954865895792144,accuracy_on_full,minimize
REFRIG COTUBA 600ML PET GUARANA,refrigerante,0.7954865895792144,accuracy_on_full,minimize
PAPEL HIG FD COTTON NEUTRO 30M L12P11,papel higienico,0.7954865895792144,accuracy_on_full,minimize
RAID M BAR GTS 420ML,inseticida,0.7954865895792144,accuracy_on_full,minimize
OLEO PEROBA 100ML  100ML,lustra moveis,0.7954865895792144,accuracy_on_full,minimize
HARPIC 2EM1 PINHO VERDE 3UN,pedra sanitaria,0.7954865895792144,accuracy_on_full,minimize
LIMPPANO SAKO FORT BRANCO UNID,pano para limpeza,0.7954865895792144,accuracy_on_full,minimize
"SAB REXONA 84G, ACTIVE, .",sabonete,0.7954865895792144,accuracy_on_full,minimize
"SAB DOVE 90G, MEN CL CONFORT, .",sabonete,0.7954865895792144,accuracy_on_full,minimize
MILHO VERDE BDJ,espiga de milho,0.7954865895792144,accuracy_on_full,minimize
"ESC DENT SORRISO STAND UN, AD MD, .",escova de dentes,0.7954865895792144,accuracy_on_full,minimize
"SH DOVE 400ML, OL NUTR, .",shampoo,0.7954865895792144,accuracy_on_full,minimize
"CHOC NESTLE PRESTIGIO 33G, TRAD, .",chocolate,0.7954865895792144,accuracy_on_full,minimize
CAF ALM SANTA CLARA AMAREL 100G,cafe,0.7954865895792144,accuracy_on_full,minimize
AZEITONA VD SC HEMME 140G,azeitona,0.7954865895792144,accuracy_on_full,minimize
"REFRIG ANTARCTIC 350ML, GUAR DIET, .",refrigerante,0.7954865895792144,accuracy_on_full,minimize
MAC INS CAIPI RENATA 85G,macarrao,0.7954865895792144,accuracy_on_full,minimize
"MAIONESE HELLMANNS PT 500G, LIM, .",maionese,0.7954865895792144,accuracy_on_full,minimize
"BEB H2O 500ML, CITRUS, .",refrigerante,0.7954865895792144,accuracy_on_full,minimize
CB MINI MS OLEO SOJA  900ML,oleo vegetal,0.7954865895792144,accuracy_on_full,minimize
ENERGETICO BALY 250ML LATA ENERGY DRINK,energetico,0.7954865895792144,accuracy_on_full,minimize
CHOURICO D PARANA MISTO DEF kg (10),linguica,0.7954865895792144,accuracy_on_full,minimize
FERTILIZ D.JARDINS NPK 10.28.20 125g,plantas e sementes,0.7954865895792144,accuracy_on_full,minimize
CHA OETKER ERVA CIDREIRA 15G,cha por infusao,0.7954865895792144,accuracy_on_full,minimize
CERV SKOL LT 550ML,cerveja,0.7954865895792144,accuracy_on_full,minimize
"CALDO KNORR 57G, CARNE, .",caldo industrializado,0.7954865895792144,accuracy_on_full,minimize
CR M FRS REGINA 250G  250G,queijo,0.7954865895792144,accuracy_on_full,minimize
FUBA YOKI MIMOSO PCT 500G,fuba,0.7954865895792144,accuracy_on_full,minimize
FAR MILHO YOKI KIMILHO PCT 500G,farinha de milho,0.7954865895792144,accuracy_on_full,minimize
POLVILHO AZEDO YOKI PCT 500G,polvilho,0.7954865895792144,accuracy_on_full,minimize
POLVILHO DOCE YOKI PCT 500G,polvilho,0.7954865895792144,accuracy_on_full,minimize
"TORRADA BAUD 142G, INTEGRAL",torrada,0.7954865895792144,accuracy_on_full,minimize
