nm_item,nm_product,metric_value,metric_type,optimization_goal
PNEU PIRELLI 195 55R15 85H F EVO,automotivo,0.8323008407724722,accuracy_on_full,maximize
"WHISKY WHITE 1L, HORSE TRAD, .",whisky,0.8323008407724722,accuracy_on_full,maximize
LAVA ROUPAS PO COQUEL VEGANO 1KG,lava roupas,0.8323008407724722,accuracy_on_full,maximize
ABS SEMPRE LIVRE ES ADP LV16 PGMENOS UN,absorvente,0.8323008407724722,accuracy_on_full,maximize
ACHOCOLATADO CARREFOUR TP 1L,achocolatado,0.8323008407724722,accuracy_on_full,maximize
"PROT CAREFREE 40UN, PROT S/PERF, .",absorvente,0.8323008407724722,accuracy_on_full,maximize
AP BARB GILLETTE PRESTO3 SENSECARE L8P6,aparelho de barbear e depilatorio,0.8323008407724722,accuracy_on_full,maximize
"CALDO KNORR 19G, GAL, .",caldo industrializado,0.8323008407724722,accuracy_on_full,maximize
CHA LEAO ICE TEA PESSEGO PET 1L,cha pronto,0.8323008407724722,accuracy_on_full,maximize
MAIONESE HELLMANNS SCH 200G,maionese,0.8323008407724722,accuracy_on_full,maximize
"CALDO KNORR 57G, BACON/LOURO, .",caldo industrializado,0.8323008407724722,accuracy_on_full,maximize
"MAIONESE HELLMANNS 250G, TRAD , .",maionese,0.8323008407724722,accuracy_on_full,maximize
OLEO ELAION SINTETICO 5W40 1LT,automotivo,0.8323008407724722,accuracy_on_full,maximize
PROT SOLAR NIVEA FPS30 200ML GTS 100ML,protetor solar,0.8323008407724722,accuracy_on_full,maximize
"SH PALMOLIVE NAT 350ML, LISS, .",shampoo,0.8323008407724722,accuracy_on_full,maximize
AP BARB PROBAK C/2 UN,aparelho de barbear e depilatorio,0.8323008407724722,accuracy_on_full,maximize
"BATATA VISCONTI PALHA 140G, TRAD, .",vegetal em palha,0.8323008407724722,accuracy_on_full,maximize
CHA ICE TEA FUZE PESSEGO PET 300ML,cha pronto,0.8323008407724722,accuracy_on_full,maximize
"BIG CHICKEN PERDIGAO 1 KG, TRAD, .",empanado congelado,0.8323008407724722,accuracy_on_full,maximize
"SH PALMOL NAT ANTIC 350ML, ANTIQ MEN, .",shampoo,0.8323008407724722,accuracy_on_full,maximize
"CER MAT SUPERBOM 200G, SKARCHITOS, .",cereal matinal,0.8323008407724722,accuracy_on_full,maximize
"BOLO LITTLE BITES 66G, BAUNILHA",padaria e confeitaria industrializado,0.8323008407724722,accuracy_on_full,maximize
"IOG VIGOR 170G, NAT DESN, .",iogurte,0.8323008407724722,accuracy_on_full,maximize
"IOG VIGOR 165G, C/SUCRILHOS NAT, .",iogurte,0.8323008407724722,accuracy_on_full,maximize
"MASSA RAP 10, 198G CHIA/QUINOA",massa fresca,0.8323008407724722,accuracy_on_full,maximize
"IOG VIGOR 180G, SAL FTS VITAM, .",iogurte,0.8323008407724722,accuracy_on_full,maximize
"MARG VIGOR MIX 500G, C/SAL, .",margarina,0.8323008407724722,accuracy_on_full,maximize
QUEIJO RAL FAIXA AZUL PARM 50G,queijo,0.8323008407724722,accuracy_on_full,maximize
"LIMPA ALUM LIQ NATHAN 500ML, AZ",outro produto de limpeza domestica,0.8323008407724722,accuracy_on_full,maximize
CARNE BOV FRALDINHA MATURATA KG,carne bovina,0.8323008407724722,accuracy_on_full,maximize
FILE PEITO FGO CAIPIRA BENTO BD CONG 600,carne de ave,0.8323008407724722,accuracy_on_full,maximize
SORV FASCINO 1 5L  T BIANCO,sorvete,0.8323008407724722,accuracy_on_full,maximize
"MARG DORIANA 250G, S/SAL, .",margarina,0.8323008407724722,accuracy_on_full,maximize
ESPUM SALTON SERIES MOSCATO ROSE 750ml,espumante,0.8323008407724722,accuracy_on_full,maximize
CJ 6 LAV LOUCA LIMPOL LIQ CRIST 500ML L P- UN,detergente,0.8323008407724722,accuracy_on_full,maximize
PR LP AJAX FRESH LIM BRANCO 1L,multiuso,0.8323008407724722,accuracy_on_full,maximize
IOG GREGO NESTLE FRUTAS VERM 90G,iogurte,0.8323008407724722,accuracy_on_full,maximize
EXT TOMATE ELEFANTE SCH 190G,extrato de tomate,0.8323008407724722,accuracy_on_full,maximize
MOLHO POMAROLA TRADICIONAL SCH 340G,molho de tomate,0.8323008407724722,accuracy_on_full,maximize
BISC INTEG NESFIT 140G CACAU/AVELA,biscoito,0.8323008407724722,accuracy_on_full,maximize
BISC INTEG NESFIT 140G- MACA/CANELA,biscoito,0.8323008407724722,accuracy_on_full,maximize
GIN TONICA EASY BOOZE 200ML-LN,gin,0.8323008407724722,accuracy_on_full,maximize
"REFRESC MAGRO 8G, LJA, .",preparo para suco,0.8323008407724722,accuracy_on_full,maximize
C D COLGATE NATURAL EXT 90G  PURIFICANTE,creme dental,0.8323008407724722,accuracy_on_full,maximize
VIN ARG ATARDECER ANDES 750ML RED BLEND,vinho importado,0.8323008407724722,accuracy_on_full,maximize
LASANHA AURORA PC 600G CALABRESA,lasanha congelada,0.8323008407724722,accuracy_on_full,maximize
HASTES FLEX JOHNSONS COTON CX 150UN,haste flexivel,0.8323008407724722,accuracy_on_full,maximize
SOB AERADA GOIABA DANUBIO 100G,iogurte,0.8323008407724722,accuracy_on_full,maximize
"INSET SBP 300ML, CITRON GTS  150ML, .",inseticida,0.8323008407724722,accuracy_on_full,maximize
"CR BARB BOZZANO 65G, PELE SENS, .",espuma ou gel de barbear,0.8323008407724722,accuracy_on_full,maximize
COXA C/SOBRECOXA CONG KG,carne de ave,0.8323008407724722,accuracy_on_full,maximize
"SALG TORCIDA JR 45G, BACON, .",aperitivo,0.8323008407724722,accuracy_on_full,maximize
"LIMP AJAX DIL 1L, BOUQ FL, .",multiuso,0.8323008407724722,accuracy_on_full,maximize
"BEB ADES 200ML, LJA, .",bebida de soja,0.8323008407724722,accuracy_on_full,maximize
TORRADA ADRIA 142G INTEGRAL,torrada,0.8323008407724722,accuracy_on_full,maximize
"REFRIG PEPSI 350ML, COLA, .",refrigerante,0.8323008407724722,accuracy_on_full,maximize
BOMBOM NEST 251G ESPECIALID,bombom,0.8323008407724722,accuracy_on_full,maximize
"REFRIG PEPSI 2L, TWIST COLA, .",refrigerante,0.8323008407724722,accuracy_on_full,maximize
SALG BATATA PRINGLES 120G CREM CEBOLA,aperitivo,0.8323008407724722,accuracy_on_full,maximize
"LEITE FERM ACTIVIA C MAN 170g, AM/MAM",iogurte,0.8323008407724722,accuracy_on_full,maximize
"SIDRA CERESER 660ML, UVA, .",sidra,0.8323008407724722,accuracy_on_full,maximize
BEB CERESER CH PRATA BC S/A 660ML,espumante,0.8323008407724722,accuracy_on_full,maximize
MIST BOLO DR OETKER CREM COCO POUCH 400G,preparo para bolo,0.8323008407724722,accuracy_on_full,maximize
CAFE SOL DAMASCO SCH 50G,cafe,0.8323008407724722,accuracy_on_full,maximize
"CAFE DAMASCO 500G, INTEN VAC, .",cafe,0.8323008407724722,accuracy_on_full,maximize
WAFER LACTA AMANDITA PCT 200G,biscoito,0.8323008407724722,accuracy_on_full,maximize
"SH TRA LA LA K 480ML, MUSICAL 2EM1, .",shampoo,0.8323008407724722,accuracy_on_full,maximize
BB AMENDOA NAT HEART  1L,outra bebida,0.8323008407724722,accuracy_on_full,maximize
BACON REZENDE MANTA PEC KG,carne suina,0.8323008407724722,accuracy_on_full,maximize
KIT SANDUICHE MORTADELA,prato pronto,0.8323008407724722,accuracy_on_full,maximize
TABUA RETANGULAR 41 1 PC,outro utensilio de cozinha,0.8323008407724722,accuracy_on_full,maximize
