nm_item,nm_product,metric_value,metric_type,optimization_goal
BANHA FRIMESA 1KG,outro resfriado,0.6219878976694027,accuracy_on_full,maximize
BATATA PRINGLES QUEIJO 120G,aperitivo,0.6219878976694027,accuracy_on_full,maximize
ACUCAR BRETAS REFINADO 1Kg,acucar,0.6219878976694027,accuracy_on_full,maximize
AGUA MINERAL CRYSTAL S/GAS        PET 5L,agua,0.6219878976694027,accuracy_on_full,maximize
CERV 1500 PM 269ML,cerveja,0.6219878976694027,accuracy_on_full,maximize
ABS.INT.INTIMUS C/8 SPORT SUPER C APLICADOR,absorvente,0.6219878976694027,accuracy_on_full,maximize
MASSA PASTEL BUONA ROLO 1KG,massa fresca,0.6219878976694027,accuracy_on_full,maximize
COOK NESTLE PASSATEMPO 60G,biscoito,0.6219878976694027,accuracy_on_full,maximize
AMEND SALG CROKISSIMO SANTA HELENA 400G,amendoim,0.6219878976694027,accuracy_on_full,maximize
TEMP COM AJINOMOTO SABOR A C/PIMENTA,tempero pronto,0.6219878976694027,accuracy_on_full,maximize
PLANTA ECHEVERIA PT11,plantas e sementes,0.6219878976694027,accuracy_on_full,maximize
MORANGO HORTIFRUTI FAMILIA 230G,morango,0.6219878976694027,accuracy_on_full,maximize
"GOMA MASC TRIDENT 14S 25,2G TUTTI FRUTTI",goma de mascar,0.6219878976694027,accuracy_on_full,maximize
KIT 3 MEIAS INV OM002 MASH PTO 39A44,meia,0.6219878976694027,accuracy_on_full,maximize
CERVEJA ESP LAG 500ML,cerveja,0.6219878976694027,accuracy_on_full,maximize
GOMA FRESCA INES CORDEI und,vegetal higienizado e processado,0.6219878976694027,accuracy_on_full,maximize
PANETTONE FRUTAS 400G,panificacao natal,0.6219878976694027,accuracy_on_full,maximize
FARINHA LACT NEST 360G,cereal infantil ou farinha lactea,0.6219878976694027,accuracy_on_full,maximize
MELAO VERDE/PELE SAPO Kg,melao,0.6219878976694027,accuracy_on_full,maximize
TRAV REFIL MICROFIBRA SPECIALLE,travesseiro,0.6219878976694027,accuracy_on_full,maximize
MUCILON NESTLE MULTICEREAIS 300G SCH,cereal infantil ou farinha lactea,0.6219878976694027,accuracy_on_full,maximize
"MAC GALO SEMOLA 500G, CONCHA 1, .",macarrao,0.6219878976694027,accuracy_on_full,maximize
BACON DEF PALETA/LOMBO PESO,carne suina,0.6219878976694027,accuracy_on_full,maximize
CATCHUP ELEFANTE 390G TRAD.,ketchup,0.6219878976694027,accuracy_on_full,maximize
