nm_item,nm_product,metric_value,metric_type,optimization_goal
"SABAO PO TIXAN MACIEZ CX L1,6P1,52KG",lava roupas,0.24114437792863358,f1_macro_on_full,minimize
BISC APER PITA CHIPS AZEITE SAL 45G,biscoito,0.24114437792863358,f1_macro_on_full,minimize
AMACIANTE COMFORT 1LITR PURO CUIDADO,amaciante,0.24114437792863358,f1_macro_on_full,minimize
SAB. BACT.PROTEX AVEIA LMPM     PE 510GR,sabonete,0.24114437792863358,f1_macro_on_full,minimize
DESOD ROLL-ON REXONA WOM ANTIB INVIS,desodorante,0.24114437792863358,f1_macro_on_full,minimize
MOSTARDA MINHT  200G,mostarda,0.24114437792863358,f1_macro_on_full,minimize
VINHO SUAVE MANOSSO TT 1L,vinho nacional,0.24114437792863358,f1_macro_on_full,minimize
"AGUA MIN MINALBA S/GAS 1,5L",agua,0.24114437792863358,f1_macro_on_full,minimize
QA QJ PROC MUSSARELA  QUALITA 120G,queijo,0.24114437792863358,f1_macro_on_full,minimize
COXINHA ASA FGO MACEDO IQF 1KG,carne de ave,0.24114437792863358,f1_macro_on_full,minimize
LUVAS MULTIUSO SANRO VERDE M,luvas de borracha,0.24114437792863358,f1_macro_on_full,minimize
TORRADA ADRIA MULTIGRAOS 142G,torrada,0.24114437792863358,f1_macro_on_full,minimize
SALGADINHO FANDANGOS PC 45G QUEIJO,aperitivo,0.24114437792863358,f1_macro_on_full,minimize
REFR LIMAO SPRITE 200ML,refrigerante,0.24114437792863358,f1_macro_on_full,minimize
AMIDO MILHO CREMOGEMA CHOC 180G,amido de milho,0.24114437792863358,f1_macro_on_full,minimize
"BIG CHICKEN PERDIGAO 1 KG, TRAD, .",empanado congelado,0.24114437792863358,f1_macro_on_full,minimize
OLEO ELAION SINTETICO 5W30 1LT,automotivo,0.24114437792863358,f1_macro_on_full,minimize
MASC HIDR PANTENE 550ML COLAGENO HID RES,tratamento capilar,0.24114437792863358,f1_macro_on_full,minimize
ARROZ BRANCO CAMPINEIRO POLIDO 5Kg,arroz,0.24114437792863358,f1_macro_on_full,minimize
COLA BASTAO BIC ECOL GLUE STIC 8G,cola,0.24114437792863358,f1_macro_on_full,minimize
CER MAT NESFIT 220GR,cereal matinal,0.24114437792863358,f1_macro_on_full,minimize
GELEIA MOCOTO PREDILECTA180G TUTTI FRUTI,geleia de mocoto,0.24114437792863358,f1_macro_on_full,minimize
BISC RECH CHOC OREO 144G,biscoito,0.24114437792863358,f1_macro_on_full,minimize
OVO CAIPIRA TIJUCA GRD 20 UNI,ovo,0.24114437792863358,f1_macro_on_full,minimize
PRESUNTO PARMA SADIA FAT 100G,presunto,0.24114437792863358,f1_macro_on_full,minimize
ESPAG ITALIA 500G  500G,macarrao,0.24114437792863358,f1_macro_on_full,minimize
DESOD HERBISCO 55G CREM VANILLA,desodorante,0.24114437792863358,f1_macro_on_full,minimize
COXA FRANGO FACIL SADIA 800G,carne de ave,0.24114437792863358,f1_macro_on_full,minimize
FEIJAO CALDO BOM FRADINHO       PE 500GR,feijao,0.24114437792863358,f1_macro_on_full,minimize
SALG CHEETOS LUA PC 40G,aperitivo,0.24114437792863358,f1_macro_on_full,minimize
MAIONESE HEMMER RECEITA CASEIRA PT  500G,maionese,0.24114437792863358,f1_macro_on_full,minimize
AIPIM VERD FACIL RESF PC 800G,vegetal higienizado e processado,0.24114437792863358,f1_macro_on_full,minimize
SHA PANTENE PRO V MICR HIDR RESG 300 ML,shampoo,0.24114437792863358,f1_macro_on_full,minimize
"BISC RENATA RECH 112G, MGO, .",biscoito,0.24114437792863358,f1_macro_on_full,minimize
REFRIG PEPSI ZERO LT 350ML,refrigerante,0.24114437792863358,f1_macro_on_full,minimize
LAMPADA LED AVANT 12W 6500K   BIV,lampada,0.24114437792863358,f1_macro_on_full,minimize
BISC RECH MARILAN 90G DOCE DE LEITE,biscoito,0.24114437792863358,f1_macro_on_full,minimize
REF ANTARCTICA GUARANA ZERO 350ML,refrigerante,0.24114437792863358,f1_macro_on_full,minimize
PAO DE MEL BARION 23G,padaria e confeitaria industrializado,0.24114437792863358,f1_macro_on_full,minimize
SORV FASCINO 1 5L  F VERMELHAS,sorvete,0.24114437792863358,f1_macro_on_full,minimize
ABS S LIVRE NOT C/AB L32P24,absorvente,0.24114437792863358,f1_macro_on_full,minimize
CERVEJA HEINEKEN.      LT 350ML,cerveja,0.24114437792863358,f1_macro_on_full,minimize
G DESOGESTREL 75MG C 28 COMP EMS,outro farma,0.24114437792863358,f1_macro_on_full,minimize
G OXA ESCITALOPRAM 20MG C 30CP PSICO EMS,outro farma,0.24114437792863358,f1_macro_on_full,minimize
ARROZ KIKA PARBO PC 5KG,arroz,0.24114437792863358,f1_macro_on_full,minimize
IOG GREGO NESTLE FRUTAS VERM 90G,iogurte,0.24114437792863358,f1_macro_on_full,minimize
"PAO FORMA 39,5 INTEG BALDINI 400G UVA PASSA",padaria e confeitaria industrializado,0.24114437792863358,f1_macro_on_full,minimize
DERMACERIUM CREME 30G CRISTALIA,outro farma,0.24114437792863358,f1_macro_on_full,minimize
MINI BOLO PRIMORATA MESCLADO 30G,padaria e confeitaria industrializado,0.24114437792863358,f1_macro_on_full,minimize
MACARRAO NISSIN INST LEGUMES     PCT 85G,macarrao,0.24114437792863358,f1_macro_on_full,minimize
MING MUCILON MILHO SH 360G,cereal infantil ou farinha lactea,0.24114437792863358,f1_macro_on_full,minimize
IOGURTE VIGOR MIX COLLOR         CP 165G,iogurte,0.24114437792863358,f1_macro_on_full,minimize
SH SEDA 325ML PUREZA REFRESC,shampoo,0.24114437792863358,f1_macro_on_full,minimize
DOCE VIEIRA BRIGADEIRO COLORIDO 23G,chocolate,0.24114437792863358,f1_macro_on_full,minimize
MARGARINA DELICIA SUPREME C/SAL PT 500GR,margarina,0.24114437792863358,f1_macro_on_full,minimize
PACOCA CARREFOUR ROLHA 350g,pacoca,0.24114437792863358,f1_macro_on_full,minimize
CANELA PREZUNIC RAMA 20Gg,canela,0.24114437792863358,f1_macro_on_full,minimize
PAP HIG F.S PERSONAL 30M C/8 NEUT,papel higienico,0.24114437792863358,f1_macro_on_full,minimize
CJ TABUAS P/ SERVIR ACACIA 2 PCS,outro utensilio de cozinha,0.24114437792863358,f1_macro_on_full,minimize
"DESOD R DOVE 50ML, INVISIB, .",desodorante,0.24114437792863358,f1_macro_on_full,minimize
CANELONI MISTO BUONA 500G,massa fresca,0.24114437792863358,f1_macro_on_full,minimize
CHOC BELGA PRALINART 80G FOLHA MILK,chocolate,0.24114437792863358,f1_macro_on_full,minimize
COLORIFICO S/SAL KIMIMO 100G,colorifico,0.24114437792863358,f1_macro_on_full,minimize
CALDO PO SAZON CX 325G COSTELA,caldo industrializado,0.24114437792863358,f1_macro_on_full,minimize
PAO PANCO 300G BISNAG,padaria e confeitaria industrializado,0.24114437792863358,f1_macro_on_full,minimize
BISC BAUDUCCO 335G GOTAS CHOCOLATE,biscoito,0.24114437792863358,f1_macro_on_full,minimize
MAC N CHEESE BACON SADIA 350G,macarrao,0.24114437792863358,f1_macro_on_full,minimize
SH NIELY GOLD NUTRI MAGICA 275ML,shampoo,0.24114437792863358,f1_macro_on_full,minimize
"MISTURA BOLO DONA RAIZ INT 400g, CACAU",preparo para bolo,0.24114437792863358,f1_macro_on_full,minimize
CHOC GAROTO TALENTO 25G LEIT/AVELA,chocolate,0.24114437792863358,f1_macro_on_full,minimize
BATATA ELMA CHIPS RUFF LV115G PG101G UN,petisco e salgadinho congelado,0.24114437792863358,f1_macro_on_full,minimize
MASSA SEMOLA PARATI 500G RIGATONI,macarrao,0.24114437792863358,f1_macro_on_full,minimize
SUCO CAJU INT DO BEM TODO DIA 200ML,suco pronto,0.24114437792863358,f1_macro_on_full,minimize
CERVEJA EISENBAHN 355ML L.N PALEALE,cerveja,0.24114437792863358,f1_macro_on_full,minimize
BISC TORT ADRIA CHOC BCO 160g,biscoito,0.24114437792863358,f1_macro_on_full,minimize
MINI BROWNIE CHOC MEIO AMARGO WB,padaria e confeitaria industrializado,0.24114437792863358,f1_macro_on_full,minimize
FRALDA AD CONFORT MAIS PACOTAO GG C/7,fralda,0.24114437792863358,f1_macro_on_full,minimize
CHIN IP AN SURF 09064 PTO 41 42 25122,chinelo,0.24114437792863358,f1_macro_on_full,minimize
MAC INST LAMEN NOSSO SABOR GALI PIC 74G,macarrao,0.24114437792863358,f1_macro_on_full,minimize
