nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
BISC VILMA RECH MORANGO 120G,biscoito,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
ARROZ TP2 CAMIL 5kg,arroz,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
MAIONESE HELLMANNS SUPREME TB 330G,maionese,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
CERV ANT ORIGINAL PILSEN GF 600ML,cerveja,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
QJ PARMESAO IMP PED MELINCUE,queijo,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
"IOG NESFIT Z LAC COP 150g, MOR/AV/BAUN",iogurte,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
VH JP AZEITAO TINTO TINTO 375ML,vinho importado,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
LING SUINA DEFD TROPEIRA 300G-PC,linguica,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
LIMP M USO P FUSION LARANJA VEJA 500ML,multiuso,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
SABONETE PHEBO AMAZONIAN 6X90G,sabonete,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
FEIJAO CARIOCA APRECO 1KG,feijao,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
QUEIJO TIROLEZ 100G PARMESAO LASCAS,queijo,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
AMAC COMFORT CONC FR L500P400ML CUIDADO ESSENCI,amaciante,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
SAB PHEBO 90G GLICD PATCHOULY,sabonete,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
NECTAR CBS LARANJA MISTO 200ml,suco pronto,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
ESC DENTAL COLG EXT CLEAN L3P2,escova de dentes,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
LAVA ROUPA LIQ COCO UFE 500ML,lava roupas,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
BOMBOM RAFFAELLO 150GR,bombom,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
CHA CID LAR LIM LEAO  16GR,cha por infusao,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
DEO AER NIVEA 150ML FEM DEOMILK SENSIT,desodorante,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
CERVEJA HEINEKEN LT 250ml,cerveja,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
"AVEIA QUAKER FLOCOS LT 450g, FINOS",aveia e seus derivados,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
BALA DOCILE GELAT BEIJO 15g,bala,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
PAO BAUDUCCO 390G TRADICIONAL TRADICIONAL,padaria e confeitaria industrializado,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
VH GRAO VASCO TTO TINTO 750ML,vinho importado,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
TEMP SAZON 60G TOQUE ALHO,tempero pronto,0.3383300381443093,accuracy_on_full,maximize,"134144,9987,216199,89480,164234,198283,116238,211598,109454,191375,213013,200609,91171,93860,201892,91558,5031,21027,150571,143922,77107,49715,101558,244919,36155,73923,109389,240974,115024,30160,106710,70237,94176,52579,9956,56165,225125,137959,114024,57578,148332,116332,228076,31724,102397,96117,214651,127229,134526,200831"
