nm_item,nm_product,metric_value,metric_type,optimization_goal
CARVAO JORDAO 4KG ACACIA NEGRA,carvao,0.0712799313003015,accuracy_on_full,minimize
AGUA SANIT SUPER CANDIDA 2L,agua sanitaria,0.0712799313003015,accuracy_on_full,minimize
NEUTROGENA SUN FRESH FPS50 CORPO 200ML,protetor solar,0.0712799313003015,accuracy_on_full,minimize
AGUA SANITARIA CLORITO 2L,agua sanitaria,0.0712799313003015,accuracy_on_full,minimize
DOCE FR FORNO VELHO MORANGO 250g,outro doce,0.0712799313003015,accuracy_on_full,minimize
PRESERVATIVO PRUDENCE ULTRA SENSI LV8PG6,preservativo,0.0712799313003015,accuracy_on_full,minimize
BISC CRACKER RECH MARILAN CHOCOLATE,biscoito,0.0712799313003015,accuracy_on_full,minimize
EMPANADA INTEGRAL UN CAFETERIA,prato pronto,0.0712799313003015,accuracy_on_full,minimize
BISC CLUB SOCIAL QJO INT 141G,biscoito,0.0712799313003015,accuracy_on_full,minimize
GOIABADA REYMAX PT 400G,goiabada,0.0712799313003015,accuracy_on_full,minimize
QK AVEIA FLOCO FINO  170G,queijo,0.0712799313003015,accuracy_on_full,minimize
"COGUMELO HOCHIBRA 200G SHITAKE, SHIT",cogumelo,0.0712799313003015,accuracy_on_full,minimize
MOSTARDA SALSARETTI 350G TOP DOW,mostarda,0.0712799313003015,accuracy_on_full,minimize
FJ FRAD TOZZO 500G,feijao,0.0712799313003015,accuracy_on_full,minimize
"SORVETE LACTA 68G PICOLE, DIAM NEGR/LAKA",picole,0.0712799313003015,accuracy_on_full,minimize
SOPA LIGHT SAUDAVEL 500G,preparo para sopa,0.0712799313003015,accuracy_on_full,minimize
CJ CABIDE VELUDO CRF HO226847 PT 10UN,cabide,0.0712799313003015,accuracy_on_full,minimize
PINGO MEL PANEVITA 200G,outro doce,0.0712799313003015,accuracy_on_full,minimize
GELEIA TRAD SABORAMEL MORANGO 400G,geleia,0.0712799313003015,accuracy_on_full,minimize
LOC.DESOD.HID.DOVE 400ML OLEO ABAC. EXT.CALENDULA,oleo corporal,0.0712799313003015,accuracy_on_full,minimize
KIT 2 MEIAS FEM INV CR09 001 PTO,meia,0.0712799313003015,accuracy_on_full,minimize
DOCE FRU PETRY GOI 400G,outro doce,0.0712799313003015,accuracy_on_full,minimize
GELEIA QUEENSBERRY GOURMET 320G-VD PIMENTA VRM,geleia,0.0712799313003015,accuracy_on_full,minimize
MASS PASTEL M.LEVE 1K ROLO,massa fresca,0.0712799313003015,accuracy_on_full,minimize
ABOBORA MORANGA KG,abobora,0.0712799313003015,accuracy_on_full,minimize
CJ COLHER TRAMONTINA LEME INOX AZ C/3,talher,0.0712799313003015,accuracy_on_full,minimize
LOURO ZUPPA 5GR FOLHAS,louro,0.0712799313003015,accuracy_on_full,minimize
CESTA NATAL SANTA EDWIGES MAGIA 7 ITENS,produto sazonal,0.0712799313003015,accuracy_on_full,minimize
QA ALV C/CLORO QUALITA 2L,alvejante,0.0712799313003015,accuracy_on_full,minimize
SEMENTE CHIA KODILAR 100G,sementes,0.0712799313003015,accuracy_on_full,minimize
BISC MABEL CRACKER 800G,biscoito,0.0712799313003015,accuracy_on_full,minimize
BERMUDA FITNESS,bermuda,0.0712799313003015,accuracy_on_full,minimize
CHA NAT TEA HIBISCO ROM  1L,cha pronto,0.0712799313003015,accuracy_on_full,minimize
FUBA CALDO BOM BRANCO PCT 1KG,fuba,0.0712799313003015,accuracy_on_full,minimize
ERVILHA QUERO CONSERVA TP 170G,ervilha em conserva,0.0712799313003015,accuracy_on_full,minimize
PALMITO ACAI ZAPAL 300G-VD INTEIRO,palmito,0.0712799313003015,accuracy_on_full,minimize
BISC TORTISSIMAS 130GR RECH CHOCOLATE,biscoito,0.0712799313003015,accuracy_on_full,minimize
FILTRADO COLLINA DEL SOLE 660ML DOC ROSADO,espumante,0.0712799313003015,accuracy_on_full,minimize
CIGARRO RED ROTHMANS,cigarro,0.0712799313003015,accuracy_on_full,minimize
CHEIRO VERDE KODILAR 20G,cheiro verde,0.0712799313003015,accuracy_on_full,minimize
"ACAI SPLIT BANANA 1,5L",acai,0.0712799313003015,accuracy_on_full,minimize
SAPONACEO SAPOLIO CREM.LIMAO    FC 450ML,saponaceo,0.0712799313003015,accuracy_on_full,minimize
CIGARRO DUNHILL ON RED BOX C/1,cigarro,0.0712799313003015,accuracy_on_full,minimize
HAMBURGUER MONTANA STEAKHOUSE 540G,hamburguer congelado,0.0712799313003015,accuracy_on_full,minimize
CR CEBOLA KITANO 65G,preparo para sopa,0.0712799313003015,accuracy_on_full,minimize
ESMAL RISQUE ASTRAL 8ml,esmalte,0.0712799313003015,accuracy_on_full,minimize
CARNE CHARQUE PONTA AGULHA KG,charque e carne seca,0.0712799313003015,accuracy_on_full,minimize
CIGARRO ON BOOST DUNHI,cigarro,0.0712799313003015,accuracy_on_full,minimize
PANO DE COPA SANTISTA MIX 27  BEGE,pano de prato,0.0712799313003015,accuracy_on_full,minimize
CONJUNTO COZINHA 29 PCS,brinquedo,0.0712799313003015,accuracy_on_full,minimize
