nm_item,nm_product,metric_value,metric_type,optimization_goal
SALADA VERAO CONGELADA VIVER 300G,outro congelado,5.527215034081031e-05,f1_macro_on_full,minimize
DET LIQ MINUANO MARINE 500ML,lava louca,5.527215034081031e-05,f1_macro_on_full,minimize
CJT TABUA DE CORTE EM BAMBU,tabua de corte,5.527215034081031e-05,f1_macro_on_full,minimize
MIX QUINOA GRAOS 600G VILLA CERRONI,demais funcionais e restritivos,5.527215034081031e-05,f1_macro_on_full,minimize
QA MIX VEGETAIS QUALITA 300G,vegetal congelado,5.527215034081031e-05,f1_macro_on_full,minimize
CLEANANCE GEL 60G,sabonete,5.527215034081031e-05,f1_macro_on_full,minimize
ESC NOVICA P/UNHA UN,escova e esponja para unha,5.527215034081031e-05,f1_macro_on_full,minimize
ELASTICO SILICONE BELLESA C/50 GROS PTO,presilha,5.527215034081031e-05,f1_macro_on_full,minimize
CEBOLAO VERDURA e VIDA          AV   1UN,cebola,5.527215034081031e-05,f1_macro_on_full,minimize
LICOR BAILEYS 750ML,licor,5.527215034081031e-05,f1_macro_on_full,minimize
