nm_item,nm_product,metric_value,metric_type,optimization_goal
CERV EISENBAHN WEIZENBIER 6X355ML,cerveja,0.0108431899451316,f1_macro_on_full,maximize
DESOD AER DOVE GO FREH VERBEN 150ML,desodorante,0.0108431899451316,f1_macro_on_full,maximize
"IOG DANONINHO 320G, MULT QJO, .",iogurte,0.0108431899451316,f1_macro_on_full,maximize
BISC DOCE VILMA 200GPC MAIZENA,biscoito,0.0108431899451316,f1_macro_on_full,maximize
CHOC TAB OVOMALTINE77G,chocolate,0.0108431899451316,f1_macro_on_full,maximize
CAFE CAP LOR ULTIMO 52G 10UNID,cafe,0.0108431899451316,f1_macro_on_full,maximize
MAIONESE HEINZ 215g,maionese,0.0108431899451316,f1_macro_on_full,maximize
AMAC AMACITEL LUXO 2LT MOM CARINHO,amaciante,0.0108431899451316,f1_macro_on_full,maximize
COSTELA BOV FRIBOI TIRAS CONG KG,carne bovina,0.0108431899451316,f1_macro_on_full,maximize
ARROZ AGULH PATEKO 5KG TP1,arroz,0.0108431899451316,f1_macro_on_full,maximize
