nm_item,nm_product,metric_value,metric_type,optimization_goal
BALA DOCILE GELAT DENTE MONSTRO 80g,bala,0.0394403922531431,f1_macro_on_full,maximize
ALFACE CRESPA UN,alface,0.0394403922531431,f1_macro_on_full,maximize
IOG POLP CRFO FRUT VERM 160g,iogurte,0.0394403922531431,f1_macro_on_full,maximize
LING PERDIGAO NA BRASA TOSC PIMENT  600G,linguica,0.0394403922531431,f1_macro_on_full,maximize
TIRA MANCHA VANISH RESOLV PINK 450ML,alvejante,0.0394403922531431,f1_macro_on_full,maximize
PAO BAUDUCCO INTEGRAL 400G,padaria e confeitaria industrializado,0.0394403922531431,f1_macro_on_full,maximize
SACO PRESENTE 20X29 INF BAILARINA,embalagem de presente,0.0394403922531431,f1_macro_on_full,maximize
LAVA ROUPAS LIQ UAU 3LTS ACTIVE,lava roupas,0.0394403922531431,f1_macro_on_full,maximize
SAB. LIQ.NIVEA REFIL CREME CARE SH 200ML,sabonete,0.0394403922531431,f1_macro_on_full,maximize
DOCE LEITE MUMU TRADICIONAL 350g,outro doce,0.0394403922531431,f1_macro_on_full,maximize
BISC RECH PIRAQUE PRETTY BAUN 76G,biscoito,0.0394403922531431,f1_macro_on_full,maximize
VINAGRE GAMA LOPES ALHO  750ml,vinagre,0.0394403922531431,f1_macro_on_full,maximize
SH DOVE 400ML HIDRA LISO,shampoo,0.0394403922531431,f1_macro_on_full,maximize
FEIJAO PRETO COMBRASIL 1kg,feijao,0.0394403922531431,f1_macro_on_full,maximize
CAPS.DOLCE GUSTO 160G C.16 CAFE AU LAIT DESNATADO,cafe,0.0394403922531431,f1_macro_on_full,maximize
LIMP M-USO CLASSIC 3X1 500ML HORTE,multiuso,0.0394403922531431,f1_macro_on_full,maximize
ABS INTIMUS GEL SUAVE C/AB C/32 UN,absorvente,0.0394403922531431,f1_macro_on_full,maximize
MELAO CHARANTEAIS FRACIONADO KG,melao,0.0394403922531431,f1_macro_on_full,maximize
CEREAL PO MUCILON 1KG SACHE ARROZ/AVEIA,cereal infantil ou farinha lactea,0.0394403922531431,f1_macro_on_full,maximize
PAO BAG AUSTRALIANO SL KG,padaria e confeitaria fresca,0.0394403922531431,f1_macro_on_full,maximize
INSET RAID MULTI BASE AGUA LV  PG- 420ML,inseticida,0.0394403922531431,f1_macro_on_full,maximize
LEITE UHT DEZ VITAMINAS INTEG TP 1L,leite,0.0394403922531431,f1_macro_on_full,maximize
LENCO UMED PAMPERS C/48 CHEIR BEBE,lenco umedecido,0.0394403922531431,f1_macro_on_full,maximize
MAC ITA BARILLA PENNE TRIC  78 500G,macarrao,0.0394403922531431,f1_macro_on_full,maximize
PIPOCA KI PIPOKA 60GR DOCE,pipoca pronta,0.0394403922531431,f1_macro_on_full,maximize
VELA PHELICIDADE 7 DIAS BCA GROSSA 303G,vela,0.0394403922531431,f1_macro_on_full,maximize
SALSICHA FRANGO PERDIGAO 500G,salsicha,0.0394403922531431,f1_macro_on_full,maximize
SUCO DE LARANJA VITA SUPRA 330ML,suco pronto,0.0394403922531431,f1_macro_on_full,maximize
MARG QUALY 500G-PT S/SAL,margarina,0.0394403922531431,f1_macro_on_full,maximize
REFRI FANTA UVA PET 2L,refrigerante,0.0394403922531431,f1_macro_on_full,maximize
AGUA MIN FONTE DA LOMBA S/G 510ml,agua,0.0394403922531431,f1_macro_on_full,maximize
BEB LACTEA POLPA PAULISTA 510G  FRUTAS,bebida lactea,0.0394403922531431,f1_macro_on_full,maximize
CIG KENT PRIME BLUE BOX,cigarro,0.0394403922531431,f1_macro_on_full,maximize
"SALG BATATA RUFFLES 84G, CEB/SALSA",aperitivo,0.0394403922531431,f1_macro_on_full,maximize
TEMP ALHO SAL SABOR AMI 300G,tempero pronto,0.0394403922531431,f1_macro_on_full,maximize
VH TORO CENTENARIO CARBENET SAUV 750ML,vinho importado,0.0394403922531431,f1_macro_on_full,maximize
CERV CONTI MZ SP INT 350ML,cerveja,0.0394403922531431,f1_macro_on_full,maximize
OVO PASCOA DIVINO VICIO CHOCO LEITE 280G,ovo de pascoa,0.0394403922531431,f1_macro_on_full,maximize
ESPONJA SCOTCH BRITE TININDO LV4 PG3 UN,esponja,0.0394403922531431,f1_macro_on_full,maximize
DESOD AER REXONA MEN 89G S/PERFUME,desodorante,0.0394403922531431,f1_macro_on_full,maximize
COENTRO MP UN,coentro,0.0394403922531431,f1_macro_on_full,maximize
SACO DE LIXO ESFREBOM 25L C12 BIO,saco de lixo,0.0394403922531431,f1_macro_on_full,maximize
ACUCAR DEMERARA PRECIOSO 1KG,acucar,0.0394403922531431,f1_macro_on_full,maximize
CALDO PO MAGGI 35G LEG,caldo industrializado,0.0394403922531431,f1_macro_on_full,maximize
PEDRA SANIT PATO MARINE 25G GTS 25,pedra sanitaria,0.0394403922531431,f1_macro_on_full,maximize
"DESINF URCA PINHO LEVE 2L PAGUE 1,8ml",desinfetante,0.0394403922531431,f1_macro_on_full,maximize
CEREAL SUCRILHOS KELLOGGS CHOCOLATE 240G,cereal matinal,0.0394403922531431,f1_macro_on_full,maximize
GELATINA DR OETKER 20G ACAI/BANANA,gelatina,0.0394403922531431,f1_macro_on_full,maximize
APAR BARBEAR PROBAK II C/1,aparelho de barbear e depilatorio,0.0394403922531431,f1_macro_on_full,maximize
CHOC REC CREME AVELA TALENTO 90G,chocolate,0.0394403922531431,f1_macro_on_full,maximize
