nm_item,nm_product,metric_value,metric_type,optimization_goal
CR DENTAL CLOSEUP 150G TRIPLE MENTA,creme dental,0.40066859747488726,f1_macro_on_full,maximize
FRALDA BABYSEC ULTRA M C18,fralda,0.40066859747488726,f1_macro_on_full,maximize
BOLINHO BACALHAU RIBERALVES CG 360G,outro congelado,0.40066859747488726,f1_macro_on_full,maximize
MANT EXT PRESIDENT TABLETE S/S 200G,manteiga,0.40066859747488726,f1_macro_on_full,maximize
REFR PEPSI COLA ZERO 2L,refrigerante,0.40066859747488726,f1_macro_on_full,maximize
TQ ORG TOMATE MINI ITALIANO 300G,tomate,0.40066859747488726,f1_macro_on_full,maximize
AP BARB PROBAK L7P5UN,aparelho de barbear e depilatorio,0.40066859747488726,f1_macro_on_full,maximize
EMPADAO FRANGO FALEIRO 135g,padaria e confeitaria industrializado,0.40066859747488726,f1_macro_on_full,maximize
GRANOLA DA MAGRINHA GRAN S/ACUC PCT 850G,granola,0.40066859747488726,f1_macro_on_full,maximize
SABONETE BEM ESTAR 1L LIQ FLOR CEREJEIRA,sabonete,0.40066859747488726,f1_macro_on_full,maximize
ALICATE MUNDIAL CUTI. PROF. 777 CT   1UN,alicate de unha,0.40066859747488726,f1_macro_on_full,maximize
TOMATE PELADO BARONIA 400G,polpa de tomate,0.40066859747488726,f1_macro_on_full,maximize
"DESOD AER REXONA L P- 250ML, ANT INV, .",desodorante,0.40066859747488726,f1_macro_on_full,maximize
BISC COOKIES ZERO BELIVE 80G DOUBLE CHOC,biscoito,0.40066859747488726,f1_macro_on_full,maximize
51 ICE LIMAO 275ML,bebida mista,0.40066859747488726,f1_macro_on_full,maximize
LING TOS ROCCA FIN KG,linguica,0.40066859747488726,f1_macro_on_full,maximize
"LANCHE SEARA HOT HIT 145G, BACON, .",sanduiche congelado,0.40066859747488726,f1_macro_on_full,maximize
"COND TRESEMME 400ML GTS100ML, REC, .",condicionador,0.40066859747488726,f1_macro_on_full,maximize
GIN TONICA EASY BOOZE 200ML-LN,gin,0.40066859747488726,f1_macro_on_full,maximize
CAFE PILAO 500G VAC CAFETERIA COADO,cafe,0.40066859747488726,f1_macro_on_full,maximize
"REFRESC MAGRO 8G, ABACAXI, .",preparo para suco,0.40066859747488726,f1_macro_on_full,maximize
"MAC INST BASILAR 74,3G CARNE",macarrao,0.40066859747488726,f1_macro_on_full,maximize
PUDIM VIT CHOCOLATE . 50G,preparo para pudim,0.40066859747488726,f1_macro_on_full,maximize
COQUETEL RAYSLOF ICE RED FRUITS GF 275ML,bebida mista,0.40066859747488726,f1_macro_on_full,maximize
LIMP MULTIUSO YPE 500ML ANTIBAC,multiuso,0.40066859747488726,f1_macro_on_full,maximize
CHOC NESTLE LOLLO FLOWPACK 114g C/6,chocolate,0.40066859747488726,f1_macro_on_full,maximize
POLPA FRU CAJA BRASFRUT 100G,polpa de fruta congelada,0.40066859747488726,f1_macro_on_full,maximize
"SALG TORCIDA JR 45G, BACON, .",aperitivo,0.40066859747488726,f1_macro_on_full,maximize
"BISC RICHESTER TORTINHA 140g, LIMAO",biscoito,0.40066859747488726,f1_macro_on_full,maximize
GASTROL TC  240ML,outro farma,0.40066859747488726,f1_macro_on_full,maximize
FRIG AA TRAMONTINA VIVACOR DEC AZ 26CM,outro utensilio de cozinha,0.40066859747488726,f1_macro_on_full,maximize
BISC RECH PARATI HOT CRACKER PIZZA 150g,biscoito,0.40066859747488726,f1_macro_on_full,maximize
"CAPSULA PILAO C/10 52G, EXPRESSO 12, .",cafe,0.40066859747488726,f1_macro_on_full,maximize
FILE COXA CONG BDJ MERC CRFO 1KG,carne de ave,0.40066859747488726,f1_macro_on_full,maximize
BISC BAUDUCCO COOKIE MAXI CHOC   PCT 96G,biscoito,0.40066859747488726,f1_macro_on_full,maximize
DET GOTA LIM LIMAO 1L,detergente,0.40066859747488726,f1_macro_on_full,maximize
MASSA INST GALINHA CAIP GERMANI 63G,macarrao,0.40066859747488726,f1_macro_on_full,maximize
BAT PALH EXTRAFINA YOKI CEB SALS 100G,vegetal em palha,0.40066859747488726,f1_macro_on_full,maximize
CREME DENTAL ORAL B 3DWHITE 140G LV  PG-,creme dental,0.40066859747488726,f1_macro_on_full,maximize
REFRESCO PO GOIABA MID 20G,preparo para suco,0.40066859747488726,f1_macro_on_full,maximize
KIPOLENTA YOKI 500G,farinha de milho,0.40066859747488726,f1_macro_on_full,maximize
