nm_item,nm_product,metric_value,metric_type,optimization_goal
ADESIVO INST SUPER BONDER ORIG 3G,cola,0.4932678289697042,accuracy_on_full,minimize
AGUA TONICA ANTARCTICA 350ML LT TRAD,agua tonica,0.4932678289697042,accuracy_on_full,minimize
PAO QUEIJO BAO DE MINAS 300G-PC TRAD,massa de pao de queijo,0.4932678289697042,accuracy_on_full,minimize
SAB PROTEX ANT MEN 3EM1 85G,sabonete,0.4932678289697042,accuracy_on_full,minimize
TAB TOBLERONE CRUNCHY ALMONDS 100G,chocolate,0.4932678289697042,accuracy_on_full,minimize
SALG ZOORETA MAE TERRA 45G ORG PIZZA,aperitivo,0.4932678289697042,accuracy_on_full,minimize
ACUCAR GLACE PETRIBU 500G,acucar,0.4932678289697042,accuracy_on_full,minimize
BICARBONADO DE SODIO BRANCO 100G,bicarbonato de sodio,0.4932678289697042,accuracy_on_full,minimize
SUCO PRONTO MAGUARY LAR 200ML,suco pronto,0.4932678289697042,accuracy_on_full,minimize
QUEIJO MUSS.FAZENDA SANTANA INT.AV    KG,queijo,0.4932678289697042,accuracy_on_full,minimize
LAVA ROUPA PO TIXAN 800G  GREEN,lava roupas,0.4932678289697042,accuracy_on_full,minimize
DOCE TACHAO BANANINHA ORIG 250G-PC,bananada,0.4932678289697042,accuracy_on_full,minimize
MINI BROWNIE CHOC MEIO AMAR WB 30G,padaria e confeitaria industrializado,0.4932678289697042,accuracy_on_full,minimize
KIT 2 CUECAS BOXER ALGODAO TAM GG,cueca,0.4932678289697042,accuracy_on_full,minimize
CEREAL NESTON 360G LT,cereal matinal,0.4932678289697042,accuracy_on_full,minimize
COSTELA DE TIRA C/OSSO PESO,carne bovina,0.4932678289697042,accuracy_on_full,minimize
CHAMPIGNON RAIOLA INTEIRO SACHE SH  100G,cogumelo,0.4932678289697042,accuracy_on_full,minimize
PIPOCA MICR YOKI 160G COBERT CHOCOLATE,pipoca para microondas,0.4932678289697042,accuracy_on_full,minimize
CERV EISENBAHN 6X355ML,cerveja,0.4932678289697042,accuracy_on_full,minimize
PAO DE MEL BOLAMEL 240G Z/LAC ACHOCOLAT,padaria e confeitaria industrializado,0.4932678289697042,accuracy_on_full,minimize
ARROZ ARBORIO URBANO 1KG,arroz,0.4932678289697042,accuracy_on_full,minimize
KETCHUP HELLMANN S PICANTE 380G,ketchup,0.4932678289697042,accuracy_on_full,minimize
CERV ITAIPAVA LT . 473ML,cerveja,0.4932678289697042,accuracy_on_full,minimize
LEITE ITALAC SEMIDESN ROSCA TP 1L,leite,0.4932678289697042,accuracy_on_full,minimize
LEITE LVIDA BONOLAT 1L-TP DESNAT,leite,0.4932678289697042,accuracy_on_full,minimize
PNEU WESTLAKE 175 75R14 87T RP18,automotivo,0.4932678289697042,accuracy_on_full,minimize
PO PARA PUDIM 35G,preparo para pudim,0.4932678289697042,accuracy_on_full,minimize
IND ACEM MOIDO APRECO 450G,carne bovina,0.4932678289697042,accuracy_on_full,minimize
REFRIG SPRITE LIMAO SLEEK 310ML,refrigerante,0.4932678289697042,accuracy_on_full,minimize
BISC AGUA SAL MARILAN 400G,biscoito,0.4932678289697042,accuracy_on_full,minimize
KIT 5 CUECAS SLIP POLO WORLD 155 M,cueca,0.4932678289697042,accuracy_on_full,minimize
MAC GD SPAGTONI BARI 500G,macarrao,0.4932678289697042,accuracy_on_full,minimize
COXINHA  ASA FGO.NAT. IQF         PE 1KG,carne de ave,0.4932678289697042,accuracy_on_full,minimize
"TERRA VEGETAL D.JARDINS 2,5kg",plantas e sementes,0.4932678289697042,accuracy_on_full,minimize
ARROZ TIETE 2KG,arroz,0.4932678289697042,accuracy_on_full,minimize
MEL ORG ORGANIC 300G,mel,0.4932678289697042,accuracy_on_full,minimize
COSTELA SUINA PAMPLONA  TEMP RESF KG,carne suina,0.4932678289697042,accuracy_on_full,minimize
QUEIJO BRIE PRESIDENT 125G-CX PETIT SOFT-RIP,queijo,0.4932678289697042,accuracy_on_full,minimize
ED.ORAL B CLASSIC 123 LV3 PG2 SM MED MACIA,escova de dentes,0.4932678289697042,accuracy_on_full,minimize
ARROZ T1 DE PILAO ALBARUSKA 1KG,arroz,0.4932678289697042,accuracy_on_full,minimize
PRESUNTO SADIA LOG.FAT.         AV    KG,presunto,0.4932678289697042,accuracy_on_full,minimize
CHOC NESTLE KIT KAT 185 6G CELEBREAK,chocolate,0.4932678289697042,accuracy_on_full,minimize
LIMP VIDRO CIF SACH 450ML ULTRA RAPIDO,limpa vidros,0.4932678289697042,accuracy_on_full,minimize
REMOVEDOR ESMALTE ZULU ERVA DOCE 90ml,removedor de esmalte,0.4932678289697042,accuracy_on_full,minimize
CHOC LACTA DIAM NEGRO 90g,chocolate,0.4932678289697042,accuracy_on_full,minimize
QUEIJO RAL FAIXA AZUL PARM 100G,queijo,0.4932678289697042,accuracy_on_full,minimize
GRANOLA MAE TERRA BANANA/CACAU  PE  800G,granola,0.4932678289697042,accuracy_on_full,minimize
VASO KALANCHOE DOBR P09,plantas e sementes,0.4932678289697042,accuracy_on_full,minimize
OVO DE PASCOA NOCCIOLATTE 350G,ovo de pascoa,0.4932678289697042,accuracy_on_full,minimize
MASSA TALHARIM MEZZANI 500g,macarrao,0.4932678289697042,accuracy_on_full,minimize
OLEO COCO CARREFOUR SEM SABOR VD 50,oleo vegetal,0.4932678289697042,accuracy_on_full,minimize
CREME MINAS FRESCAL TIROLEZ 200G TRAD,queijo cremoso,0.4932678289697042,accuracy_on_full,minimize
CREME A RUGAS DIUR Q10 NIVEA VISAGE49G,creme corporal,0.4932678289697042,accuracy_on_full,minimize
BL DORI GELAT SO FR ACIDAS 60 G,bala,0.4932678289697042,accuracy_on_full,minimize
MANTEIGA AVIACAO TAB 200G  C SAL,manteiga,0.4932678289697042,accuracy_on_full,minimize
RACAO FRISKIES MEGAMIX 1KG,alimento pet,0.4932678289697042,accuracy_on_full,minimize
"GRANOLA JASMINE 300G G FLAKES, MAC/CAN",granola,0.4932678289697042,accuracy_on_full,minimize
GREGO TRADICIONAL VIGOR 90G,iogurte,0.4932678289697042,accuracy_on_full,minimize
MANTEIGA C SAL TEIXEIRA PT 200G,manteiga,0.4932678289697042,accuracy_on_full,minimize
BALA BUBBALOO GATOS SORTIDAS     PCT 75G,goma de mascar,0.4932678289697042,accuracy_on_full,minimize
"ABS ALWAYS BASICO C/8 C/ABA, SECO",absorvente,0.4932678289697042,accuracy_on_full,minimize
TORRONE COM AMENDOIM 17G,amendoim,0.4932678289697042,accuracy_on_full,minimize
BISC CAPRICCHE AGUA E SAL 400G,biscoito,0.4932678289697042,accuracy_on_full,minimize
SAB LIQ JOHNSONS BABY REC NASCIDO 200ML,sabonete liquido,0.4932678289697042,accuracy_on_full,minimize
WANDERLEIA COCO KG,derivados do coco seco,0.4932678289697042,accuracy_on_full,minimize
FRONHA MF AVULSA CAMESA VINTAGE PV21,fronha,0.4932678289697042,accuracy_on_full,minimize
ESPONJA 3M SCOTH BRITE,esponja,0.4932678289697042,accuracy_on_full,minimize
"BISC RECH AMORI 71,2G ESCURETO",biscoito,0.4932678289697042,accuracy_on_full,minimize
