nm_item,nm_product,metric_value,metric_type,optimization_goal
BISC COOKIES RANCHEIRO 60G,biscoito,0.1801179747242908,f1_macro_on_full,maximize
COUVE MANTEIGA JFC MC,couve,0.1801179747242908,f1_macro_on_full,maximize
OVO CAIPIRA TP GRANDE VERMELHO 6 OVOS,ovo,0.1801179747242908,f1_macro_on_full,maximize
ATUM PEDA GOMES DA COSTA NAT 170G,proteina em conserva,0.1801179747242908,f1_macro_on_full,maximize
SHA JOHNSONS BABY CAB CLAROS 400ML,shampoo infantil,0.1801179747242908,f1_macro_on_full,maximize
ARROZ TP1 PARB PRATO FINO 5kg,arroz,0.1801179747242908,f1_macro_on_full,maximize
PEITO PERU DEF PERD FT KG,peito de peru,0.1801179747242908,f1_macro_on_full,maximize
REFIL LIMPA VIDRO MR MUSCULO SACHE 400ML,limpa vidros,0.1801179747242908,f1_macro_on_full,maximize
EMPANADO SEARA FRANGO C/PRES/QJ 110G,empanado congelado,0.1801179747242908,f1_macro_on_full,maximize
BISC MARILAN 400G MARIA,biscoito,0.1801179747242908,f1_macro_on_full,maximize
AGUA TONICA KIENEN 1L-PET,agua tonica,0.1801179747242908,f1_macro_on_full,maximize
BEB LACT 25G PROT YOPRO 250ML CHOC,bebida lactea,0.1801179747242908,f1_macro_on_full,maximize
"WAFER RENATA 115G, LIMAO, .",biscoito,0.1801179747242908,f1_macro_on_full,maximize
CHIN DUPE CHARME AZUL CEU 35/36,chinelo,0.1801179747242908,f1_macro_on_full,maximize
MASCARA  LAVAVEL CORES E TAMANHOS SORT.,mascara de protecao,0.1801179747242908,f1_macro_on_full,maximize
MILHO VERDE KNORR 170G LT,milho verde em conserva,0.1801179747242908,f1_macro_on_full,maximize
CB CARNE MOIDA SWIFT 900G,carne bovina,0.1801179747242908,f1_macro_on_full,maximize
PEIXE SARDINHA IN NATURA  KG,peixe,0.1801179747242908,f1_macro_on_full,maximize
MAIONESE HELLMANNS LIMAO PT 500G,maionese,0.1801179747242908,f1_macro_on_full,maximize
DENPHALAEN MINI P12  PT12,plantas e sementes,0.1801179747242908,f1_macro_on_full,maximize
PIMENTAO AMARELO BLOCK TREBESCHI 150G,pimentao,0.1801179747242908,f1_macro_on_full,maximize
ACUCAR MASCAVO CARREFOUR ORIGINAL 5,acucar,0.1801179747242908,f1_macro_on_full,maximize
CHEIRO VDE CAMPO ALEGRE 80G,cheiro verde,0.1801179747242908,f1_macro_on_full,maximize
BANQUETA NITEROI PRETA TRAMONTINA,banco,0.1801179747242908,f1_macro_on_full,maximize
VODKA POPOKELVIS 900ML,vodca,0.1801179747242908,f1_macro_on_full,maximize
"PATE SEARA 100G, FRANGO, .",pate,0.1801179747242908,f1_macro_on_full,maximize
QJ REI PIRA LT FT KG KG KG,queijo,0.1801179747242908,f1_macro_on_full,maximize
MOSTARDA PREDILECTA 180G DIJON,mostarda,0.1801179747242908,f1_macro_on_full,maximize
CHA LIPTON LIMAO 1.5L,cha pronto,0.1801179747242908,f1_macro_on_full,maximize
ARROZ MARIAH L.F. TIPO 1 1kg,arroz,0.1801179747242908,f1_macro_on_full,maximize
REQUEIJAO CREM QUALY TRADICIONAL 200G,requeijao,0.1801179747242908,f1_macro_on_full,maximize
"SHAMP PANT 350ML CO 175ML, HIDRATACAO",shampoo,0.1801179747242908,f1_macro_on_full,maximize
FARINHA LACTEA SACHE Z/ACUC NESTLE 160G,cereal infantil ou farinha lactea,0.1801179747242908,f1_macro_on_full,maximize
SORV KIBON MAGNUM BAUNILHA CHOC 92G,sorvete,0.1801179747242908,f1_macro_on_full,maximize
ABOBORA JAPONESA KG,abobora,0.1801179747242908,f1_macro_on_full,maximize
CREME LEITE NESTLE LT 300G,creme de leite,0.1801179747242908,f1_macro_on_full,maximize
AVEIA FLOCOS 100  INTEGRAL 550G,aveia e seus derivados,0.1801179747242908,f1_macro_on_full,maximize
GT CHIMARRITA SF 1L 7800 1L,garrafa termica,0.1801179747242908,f1_macro_on_full,maximize
ST.NIVEA 90G HIDRAT.PURE MILK. FRESH,sabonete,0.1801179747242908,f1_macro_on_full,maximize
ARIEL TOD  3L,lava roupas,0.1801179747242908,f1_macro_on_full,maximize
"TALCO TENIS PE BARUEL 100G, CANFORADO, .",talco,0.1801179747242908,f1_macro_on_full,maximize
MEIO ASA FGO SEARA 1KG,carne de ave,0.1801179747242908,f1_macro_on_full,maximize
