generation,individual_id,l0_size,accuracy_on_full,f1_macro_on_full,num_tokens,num_distinct_tokens,num_classes_in_l0,most_frequent_class_in_l0,l0_indices_hash,fitness_calc_time_sec
1,0,500,0.478310,0.118605,2713,1595,182,biscoito,7d15249575,3.1649
1,1,500,0.467557,0.121259,2724,1549,181,biscoito,f9874057a6,3.1670
1,2,500,0.467070,0.117008,2721,1598,184,biscoito,a89c08bdbf,3.1262
1,3,500,0.467310,0.113382,2747,1573,182,biscoito,13f111d58d,3.1335
1,4,500,0.449564,0.108261,2768,1563,174,biscoito,cc0b89ce13,3.1234
1,5,500,0.451277,0.110389,2744,1588,177,iogurte,d7ff504bfb,3.0634
1,6,500,0.447571,0.113982,2693,1586,190,biscoito,7ccb3d1f04,3.0889
1,7,500,0.473708,0.118346,2744,1547,181,biscoito,7d9b6a2aa4,3.1350
1,8,500,0.479975,0.120625,2759,1564,182,biscoito,ba7306671a,3.0973
1,9,500,0.466415,0.112681,2726,1574,177,biscoito,7f02575be3,3.1171
1,10,500,0.480095,0.127044,2720,1648,190,biscoito,6dd30bf3c9,3.0620
1,11,500,0.459194,0.120651,2734,1572,189,biscoito,2e7ddeb690,3.1044
1,12,500,0.453933,0.117864,2793,1579,172,biscoito,9af250dff6,3.0964
1,13,500,0.470924,0.117808,2769,1610,181,biscoito,b9786930b0,3.0689
1,14,500,0.473804,0.119878,2752,1593,178,biscoito,92ffae0289,3.1769
1,15,500,0.479324,0.123600,2712,1571,186,biscoito,22fafac5c3,3.2043
1,16,500,0.481617,0.119872,2765,1573,180,biscoito,86daf331d7,3.0445
1,17,500,0.456022,0.121270,2693,1551,191,biscoito,73f6d41222,3.0500
1,18,500,0.463447,0.112644,2690,1583,179,biscoito,542af7416f,3.0794
1,19,500,0.463775,0.124921,2704,1596,191,biscoito,cf94bf1403,3.1569
2,0,500,0.480095,0.127044,2720,1648,190,biscoito,6dd30bf3c9,3.0620
2,1,500,0.480203,0.129051,2695,1565,188,biscoito,5c5c415358,3.1977
2,2,500,0.464590,0.122117,2721,1599,191,biscoito,5190c47f80,3.0888
2,3,500,0.487512,0.125017,2703,1570,181,biscoito,333abb15c1,3.1090
2,4,500,0.478793,0.118010,2764,1602,187,biscoito,62d5e5be15,3.1364
2,5,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
2,6,500,0.459721,0.118742,2698,1581,189,biscoito,025cfa2a5b,3.0988
2,7,500,0.482132,0.115977,2768,1575,176,biscoito,4a2edcb208,3.0928
2,8,500,0.484672,0.128820,2717,1649,192,biscoito,22a5917c10,3.0758
2,9,500,0.466395,0.119447,2765,1610,174,biscoito,04d827e3a5,3.1337
2,10,500,0.467058,0.117803,2740,1558,183,biscoito,f456ff0f1f,3.0544
2,11,500,0.484241,0.123237,2723,1580,185,biscoito,ec55f459fd,3.1313
2,12,500,0.460887,0.124450,2723,1565,193,biscoito,059de814ee,3.0910
2,13,500,0.475917,0.119804,2750,1551,180,biscoito,e6e9a8f46a,3.0758
2,14,500,0.464214,0.126513,2699,1596,193,biscoito,c88d3efb53,3.1652
2,15,500,0.465968,0.122912,2754,1595,188,biscoito,2210b92d1f,3.1003
2,16,500,0.454129,0.109791,2709,1598,188,biscoito,3872d57487,3.0438
2,17,500,0.459194,0.120651,2734,1572,189,biscoito,2e7ddeb690,3.1044
2,18,500,0.478058,0.118490,2759,1570,179,biscoito,9e4771f09f,3.1189
2,19,500,0.480095,0.127044,2720,1648,190,biscoito,6dd30bf3c9,3.0620
3,0,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
3,1,500,0.480095,0.127044,2720,1648,190,biscoito,6dd30bf3c9,3.0620
3,2,500,0.480203,0.129051,2695,1565,188,biscoito,5c5c415358,3.1977
3,3,500,0.450894,0.114721,2765,1546,181,biscoito,071b87f2af,3.3813
3,4,500,0.470050,0.125350,2719,1598,190,biscoito,3ffdd921d7,3.2237
3,5,500,0.481074,0.120426,2738,1588,185,biscoito,062e00e53a,3.1311
3,6,500,0.478681,0.119308,2736,1550,178,biscoito,456e1e3ee1,3.0759
3,7,500,0.468496,0.129912,2710,1584,194,biscoito,9ea9b4d4e0,3.0839
3,8,500,0.475574,0.125830,2712,1627,192,biscoito,b783695a39,3.1330
3,9,500,0.469570,0.121164,2748,1600,185,biscoito,f685b35439,3.0661
3,10,500,0.472486,0.124353,2723,1621,190,biscoito,502ea2e104,3.1413
3,11,500,0.484672,0.128820,2717,1649,192,biscoito,22a5917c10,3.0758
3,12,500,0.481765,0.127793,2708,1642,191,biscoito,44eed9b021,3.0836
3,13,500,0.465397,0.127799,2706,1562,197,biscoito,7ea3346d69,3.0653
3,14,500,0.474260,0.124860,2742,1596,183,biscoito,ebfaba406c,3.0482
3,15,500,0.472518,0.126558,2700,1574,190,biscoito,564f347cfa,3.1766
3,16,500,0.478917,0.124008,2747,1634,185,biscoito,0a985fc837,3.1467
3,17,500,0.466882,0.127493,2679,1568,195,biscoito,f17772bb74,3.1799
3,18,500,0.456218,0.128607,2685,1565,197,biscoito,213297403c,3.2002
3,19,500,0.484672,0.128820,2717,1649,192,biscoito,22a5917c10,3.0758
4,0,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
4,1,500,0.479927,0.125111,2732,1589,193,biscoito,b56b6eff00,3.2047
4,2,500,0.471711,0.127752,2676,1550,188,biscoito,b2e7f6dc4d,3.0835
4,3,500,0.481976,0.128715,2721,1632,188,biscoito,7cd5a6560d,3.2372
4,4,500,0.477970,0.121085,2694,1587,185,biscoito,c8e056abf8,3.1797
4,5,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
4,6,500,0.469790,0.131515,2720,1591,190,biscoito,63c363bcf0,3.0741
4,7,500,0.484672,0.128820,2717,1649,192,biscoito,22a5917c10,3.0758
4,8,500,0.481765,0.127793,2708,1642,191,biscoito,44eed9b021,3.0836
4,9,500,0.469602,0.128717,2696,1563,188,biscoito,10ab5c86f7,3.1700
4,10,500,0.478905,0.123368,2711,1579,185,biscoito,39ad69b6a9,3.2291
4,11,500,0.465440,0.122243,2696,1558,194,biscoito,706f35cb3f,3.2392
4,12,500,0.469311,0.127883,2730,1631,192,biscoito,4378d7741c,3.0390
4,13,500,0.465668,0.130057,2702,1581,188,biscoito,ab3feb425a,3.0390
4,14,500,0.455207,0.127455,2683,1562,196,biscoito,a6f6441b1e,3.1601
4,15,500,0.455982,0.126537,2691,1568,197,biscoito,9ee1d2dfdf,3.1391
4,16,500,0.470317,0.130086,2708,1583,191,biscoito,483ba473f9,3.1472
4,17,500,0.468420,0.124691,2720,1633,191,biscoito,8c86efd3d3,3.1087
4,18,500,0.477079,0.123873,2687,1583,187,biscoito,04bf38ec0d,3.1484
4,19,500,0.454664,0.129634,2707,1582,197,biscoito,e6c6dc66a3,3.1111
5,0,500,0.469790,0.131515,2720,1591,190,biscoito,63c363bcf0,3.0741
5,1,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
5,2,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
5,3,500,0.460144,0.126650,2700,1572,197,biscoito,ea1007f624,3.2155
5,4,500,0.470317,0.130086,2708,1583,191,biscoito,483ba473f9,3.1472
5,5,500,0.467765,0.131082,2702,1576,190,biscoito,899c23a0ee,3.0757
5,6,500,0.470317,0.130086,2708,1583,191,biscoito,483ba473f9,3.1472
5,7,500,0.467250,0.130908,2690,1569,191,biscoito,82a4a4f683,3.1541
5,8,500,0.451840,0.124852,2697,1565,196,biscoito,5e5821922c,3.0779
5,9,500,0.467789,0.130836,2697,1577,190,biscoito,3476fefeeb,3.1649
