nm_item,nm_product,metric_value,metric_type,optimization_goal
GELATINA FRAMBOESA ROYAL 25G,gelatina,0.3843690133017411,f1_macro_on_full,minimize
BEB LIFE MIX KIDS LARANJA 200ML,suco pronto,0.3843690133017411,f1_macro_on_full,minimize
ACHOCOLATADO CARREFOUR TP 1L,achocolatado,0.3843690133017411,f1_macro_on_full,minimize
REFRESCO PO FIT MANGA 8G,preparo para suco,0.3843690133017411,f1_macro_on_full,minimize
GOMA TAPIOCA HIDRATADA GRANFINO 500G,tapioca,0.3843690133017411,f1_macro_on_full,minimize
CERA LIQ INCOLOR BRILHO FACIL 750ML,produto de limpeza de piso,0.3843690133017411,f1_macro_on_full,minimize
PAO FORMA SEM CASCA 450G,padaria e confeitaria industrializado,0.3843690133017411,f1_macro_on_full,minimize
MUSSARELA LATELLI,queijo,0.3843690133017411,f1_macro_on_full,minimize
"SHAM COND SEDA 325ML, LISO PERF",kit para cabelos,0.3843690133017411,f1_macro_on_full,minimize
IOG NAT DESN NESTLE 160G,iogurte,0.3843690133017411,f1_macro_on_full,minimize
PANO MICROFIBRA BLACK C/6,pano para limpeza,0.3843690133017411,f1_macro_on_full,minimize
REFR PEPSI COLA ZERO 350ML,refrigerante,0.3843690133017411,f1_macro_on_full,minimize
ACHOC PO GAROTO SC 600G,achocolatado,0.3843690133017411,f1_macro_on_full,minimize
PANETONE VISCONTI 400G,panificacao natal,0.3843690133017411,f1_macro_on_full,minimize
PNEU PIRELLI 195 60R15 88H F EVO,automotivo,0.3843690133017411,f1_macro_on_full,minimize
"LIMP VEJA M USO 500ML, VIOLETA, .",multiuso,0.3843690133017411,f1_macro_on_full,minimize
BISC AMANT EDWIGES MINI LACO LT 150G,biscoito,0.3843690133017411,f1_macro_on_full,minimize
BOLO CONF GALAK  1KG,padaria e confeitaria industrializado,0.3843690133017411,f1_macro_on_full,minimize
LING CNE SUINA MINI PRIMOR 150G,linguica,0.3843690133017411,f1_macro_on_full,minimize
GELATINA BRETZKE CX 30G UVA,gelatina,0.3843690133017411,f1_macro_on_full,minimize
PANETONE FRUTAS 500G PA T,panificacao natal,0.3843690133017411,f1_macro_on_full,minimize
LINGUICA PERNIL OLHO RESF       PCT 700G,linguica,0.3843690133017411,f1_macro_on_full,minimize
